text,label,clean_text,token_length
MS debuts #39;forthcoming attractions #39; pre-alert alert. Microsoft is to give users three working days notice about upcoming security patches. Starting this month the software giant will provide a general summary of upcoming updates just before it releases patches,Sci_Tech,ms debut forthcome attraction prealert alert microsoft user work day notice upcoming security patch start month software giant provide general summary upcoming update release patch,25
Sunspot Grows to 20 Times Size of Earth (SPACE.com). SPACE.com - A sunspot group aimed squarely at Earth has grown to 20 times the size of our planet and has the potential to unleash a major solar storm.,Sci_Tech,sunspot grow times size earth spacecom spacecom sunspot group aim squarely earth grow time size planet potential unleash major solar storm,21
"UN remembers Iraq staff, a year after bombing. GENEVA: Tears flowed as the United Nations marked the first anniversary yesterday of the bombing that shattered its Baghdad headquarters.",World,un remember iraq staff year bomb geneva tear flow united nations mark anniversary yesterday bombing shatter baghdad headquarters,18
"Update 1: SEC Investigating Morningstar Over Data. Morningstar Inc., the firm that millions of investors rely on to rate the performance of mutual funds, is under investigation by the Securities and Exchange Commission for failing to properly correct inaccurate data it published about a mutual fund.",Business,update sec investigate morningstar data morningstar inc firm million investor rely rate performance mutual fund investigation security exchange commission fail properly correct inaccurate datum publish mutual fund,27
"Revlon 3rd-Quarter Loss Widens. CHICAGO (Reuters) - Cosmetics maker Revlon Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=REV.N target=/stocks/quickinfo/fullquote""&gt;REV.N&lt;/A&gt; on Wednesday said its third-quarter net loss widened on refinancing costs and declining sales.",Business,revlon rdquarter loss widen chicago reuters cosmetic maker revlon inc lta href targetstocksquickinfofullquotegtrevnltagt wednesday say thirdquarter net loss widen refinance cost decline sale,23
"Kashmiri Separatists to Consider Indian Offer of Peace Talks. Kashmir's leading separatist political group said it would meet Thursday to discuss plans to resume peace talks with the Indian government, a day after Prime Minister Manmohan Singh reaffirmed his desire for peace through dialogue.",World,kashmiri separatist consider indian offer peace talk kashmir lead separatist political group say meet thursday discuss plan resume peace talk indian government day prime minister manmohan singh reaffirm desire peace dialogue,31
Ancient Bird Fossil May Suggest Link with Dinosaurs. Scientists in China have found a 120 million-year-old fossil of a baby bird which is believed to have died just before it hatched and which could shed light on the relationship between dinosaurs and birds.,Sci_Tech,ancient bird fossil suggest link dinosaur scientist china find millionyearold fossil baby bird believe die hatch shed light relationship dinosaur bird,21
UK NHS IT project cuts new deal with Microsoft. The UK #39;s National Health Service (NHS) has signed a software licensing deal with Microsoft Corp. that the NHS says will provide for the development of a user interface specifically designed for the organization,Sci_Tech,uk nhs project cut new deal microsoft uk s national health service nhs sign software licensing deal microsoft corp nhs say provide development user interface specifically design organization,28
"Rice Eager to Show Seahawks He #39;s Still Young Enough. Jerry Rice still wants to run down the middle of a football field, dodging tacklers at an age when many athletes have scrambled to new careers.",Sports,rice eager seahawks s young jerry rice want run middle football field dodge tackler age athlete scramble new career,19
"NL Wrap: 5-Hit Beltre Leads Dodgers to Win Over Mets. NEW YORK (Reuters) - Adrian Beltre pounded out five hits, including his major league-leading 42nd home run of the season, to guide the Los Angeles Dodgers to a 4-2 win over the host New York Mets in the National League Saturday.",Sports,nl wrap hit beltre lead dodger win mets new york reuters adrian beltre pound hit include major leagueleading nd home run season guide los angeles dodger win host new york met national league saturday,34
Disappointing Earnings Send Stocks Lower. Disappointing earnings from Morgan Stanley and a new spike in oil prices sent stocks lower in early trading Wednesday as investors #39; worries over third-quarter earnings increased.,Business,disappointing earning send stock low disappointing earning morgan stanley new spike oil price send stock low early trading wednesday investor worry thirdquarter earning increase,24
"Microsoft makes mobile media push. Microsoft has unveiled a series of handheld gadgets that can replay audio, movies and TV shows.",Sci_Tech,microsoft make mobile medium push microsoft unveil series handheld gadget replay audio movie tv show,15
"Season Over for Priest. Kansas City's star running back Priest Holmes, who was leading the NFL in scoring and rushing when he got hurt Nov. 7, will miss the rest of the season with a knee injury.",Sports,season priest kansas citys star run priest holme lead nfl scoring rush get hurt nov miss rest season knee injury,20
More petrol price rises feared. Another round of petrol price rises could be looming after crude oil prices hit the $US50 a barrel mark over the weekend. Oil prices are at their highest in more than 20 years due to supply concerns in Nigeria,Business,petrol price rise fear round petrol price rise loom crude oil price hit barrel mark weekend oil price high year supply concern nigeria,23
"Agency seeks recall of 600,000 Dodge trucks. WASHINGTON - Federal safety regulators want 600,000 Dodge Durangos and Dakota trucks recalled because their wheels could fall off, but the auto maker doesnt believe the defect is dangerous, a company spokesman said.",Business,agency seek recall dodge truck washington federal safety regulator want dodge durango dakota truck recall wheel fall auto maker not believe defect dangerous company spokesman say,26
"Tehran official calls a Bush win preferable. TEHRAN -- The head of Iran's security council said yesterday that the reelection of President Bush was in Tehran's best interests, despite the administration's axis of evil label, accusations that Iran harbors Al Qaeda terrorists, and threats of sanctions over the country's nuclear ambitions. Historically, Democrats have harmed Iran more than Republicans, said Hasan Rowhani, head of the Supreme National ...",World,tehran official call bush win preferable tehran head irans security council say yesterday reelection president bush tehran good interest despite administration axis evil label accusation iran harbor al qaeda terrorist threat sanction countrys nuclear ambition historically democrats harm iran republicans say hasan rowhani head supreme national,46
